,SampleID,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
7,barcode34,barcode34_contig_1,233156,233854,-,flgH,1-699/699,===============,0/0,100.0,98.43,vfdb,NP_281859,(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
8,barcode34,barcode34_contig_1,247254,248067,+,flgF,1-813/813,========/======,1/1,100.0,99.02,vfdb,NP_281869,(flgF) flagellar basal-body rod protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
9,barcode34,barcode34_contig_1,248096,248887,+,flgG,1-792/792,===============,0/0,100.0,98.99,vfdb,NP_281870,(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
10,barcode34,barcode34_contig_1,268280,269029,-,flaC,1-750/750,===============,0/0,100.0,98.8,vfdb,NP_281892,(flaC) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
11,barcode34,barcode34_contig_1,296844,297506,-,flgA,1-663/663,===============,0/0,100.0,98.34,vfdb,YP_002344176,(flgA) flagellar basal body P-ring biosynthesis protein FlgA [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
12,barcode34,barcode34_contig_1,320736,321755,+,flgS,1-1020/1020,===============,0/0,100.0,98.92,vfdb,YP_002344200,(flgS) signal transduction histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
13,barcode34,barcode34_contig_1,344820,345554,-,fliP,1-735/735,===============,0/0,100.0,99.18,vfdb,NP_281981,(fliP) flagellar biosynthesis protein FliP [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
14,barcode34,barcode34_contig_1,394007,396181,-,flhA,1-2175/2175,===============,0/0,100.0,98.3,vfdb,NP_282036,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
15,barcode34,barcode34_contig_1,400061,402313,-,flaD,1-2253/2253,===============,0/0,100.0,99.69,vfdb,NP_282040,(flaD) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
16,barcode34,barcode34_contig_1,426222,428054,-,ciaB,1-1833/1833,========/======,2/2,99.95,98.69,vfdb,NP_282066,(ciaB) invasion antigen CiaB [CiaB (VF0324)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
17,barcode34,barcode34_contig_1,433486,434266,-,pebA,1-780/780,========/======,1/1,100.0,99.36,vfdb,NP_282073,(pebA) bifunctional adhesin/ABC transporter aspartate/glutamate-binding protein [PEB1 (VF0327)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
18,barcode34,barcode34_contig_1,490219,491337,+,jlpA,1-1119/1119,===============,0/0,100.0,97.86,vfdb,NP_282133,(jlpA) lipoprotein [JlpA (VF0329)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
19,barcode34,barcode34_contig_1,578938,580240,-,flgR,1-1302/1302,========/======,1/1,100.0,98.85,vfdb,NP_282174,(flgR) sigma-54 associated transcriptional activator [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
20,barcode34,barcode34_contig_1,580297,580747,-,flgQ,1-450/450,========/======,1/1,100.0,98.67,vfdb,YP_002344420,(flgQ) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
21,barcode34,barcode34_contig_1,580723,581238,-,flgP,1-516/516,===============,0/0,100.0,98.45,vfdb,YP_002344421,(flgP) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
22,barcode34,barcode34_contig_1,629218,629607,+,fliW,1-390/390,===============,0/0,100.0,99.74,vfdb,YP_002344468,(fliW) flagellar assembly protein FliW [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
23,barcode34,barcode34_contig_1,670223,670614,-,cheY,1-393/393,========/======,1/1,99.75,98.98,vfdb,YP_002344511,(cheY) chemotaxis regulatory protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
24,barcode34,barcode34_contig_1,685779,686807,+,waaC,1-1029/1029,===============,0/0,100.0,97.86,vfdb,NP_282281,(waaC) heptosyltransferase I [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
25,barcode34,barcode34_contig_1,686797,687684,+,htrB,1-888/888,===============,0/0,100.0,97.52,vfdb,NP_282282,(htrB) lipid A biosynthesis lauroyl acyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
26,barcode34,barcode34_contig_1,687681,689211,+,Cj1135,1-1532/1548,========/======,1/1,98.9,92.49,vfdb,NP_282283,(Cj1135) glucosyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
27,barcode34,barcode34_contig_1,695142,695927,-,waaV,1-786/825,===============,0/0,95.27,91.73,vfdb,NP_282294,(waaV) glucosyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
28,barcode34,barcode34_contig_1,695986,696924,+,waaF,1-939/960,========/======,2/6,97.5,93.63,vfdb,NP_282295,(waaF) heptosyltransferase II [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
29,barcode34,barcode34_contig_1,697685,698245,-,gmhA,1-561/561,===============,0/0,100.0,93.76,vfdb,NP_282296,(gmhA) phosphoheptose isomerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
30,barcode34,barcode34_contig_1,698242,699627,-,hldE,1-1386/1386,===============,0/0,100.0,94.23,vfdb,NP_282297,(hldE) bifunctional D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
31,barcode34,barcode34_contig_1,699620,700573,-,hldD,1-954/954,===============,0/0,100.0,96.54,vfdb,NP_282298,(hldD) ADP-glyceromanno-heptose 6-epimerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
32,barcode34,barcode34_contig_1,700574,701134,-,gmhB,1-561/561,========/======,2/2,99.82,95.55,vfdb,NP_282299,(gmhB) DD-heptose 17-bisphosphate phosphatase [LOS (CVF396)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
33,barcode34,barcode34_contig_1,722194,722962,-,fliR,1-768/768,========/======,1/1,100.0,99.35,vfdb,NP_282326,(fliR) flagellar biosynthetic protein FliR [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
34,barcode34,barcode34_contig_1,759681,761249,+,htpB,76-1653/1653,========/======,26/53,93.59,66.38,vfdb,YP_094724,(htpB) Hsp60 60K heat shock protein HtpB [Hsp60 (VF0159)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
35,barcode34,barcode34_contig_1,780794,781114,+,ciaC,1-321/321,===============,0/0,100.0,96.89,vfdb,YP_002344633,(ciaC) Campylobacter invasion antigen C [CiaC (VF0415)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
36,barcode34,barcode34_contig_1,799265,800548,+,porA,1-1275/1275,========/======,24/97,96.55,77.86,vfdb,NP_282406,(porA) major outer membrane protein [MOMP (VF0328)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
37,barcode34,barcode34_contig_1,835001,836005,+,pseB,1-1005/1005,===============,0/0,100.0,97.11,vfdb,NP_282439,(pseB) UDP-GlcNAc-specific C46 dehydratase/C5 epimerase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
38,barcode34,barcode34_contig_1,836007,837137,+,pseC,1-1131/1131,===============,0/0,100.0,95.14,vfdb,NP_282440,(pseC) C4 aminotransferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
39,barcode34,barcode34_contig_1,851892,852591,+,pseF,1-699/699,========/======,1/1,100.0,95.57,vfdb,NP_282457,(pseF) acylneuraminate cytidylyltransferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
40,barcode34,barcode34_contig_1,852575,853399,+,pseG,1-825/825,===============,0/0,100.0,99.03,vfdb,NP_282458,(pseG) UDP-24-diacetamido-246-trideoxy-beta-L-altropyranose hydrolase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
41,barcode34,barcode34_contig_1,853396,853869,+,pseH,1-474/474,===============,0/0,100.0,94.09,vfdb,NP_282459,(pseH) N-acetyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
42,barcode34,barcode34_contig_1,855185,856320,-,pseA,1-1137/1137,========/======,1/1,99.91,99.03,vfdb,NP_282462,(pseA) pseudaminic acid biosynthesis PseA protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
43,barcode34,barcode34_contig_1,856578,857602,+,pseI,1-1025/1032,===============,0/0,99.32,96.29,vfdb,NP_282463,(pseI) N-acetylneuraminic acid synthetase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
44,barcode34,barcode34_contig_1,866538,867245,+,ptmB,1-708/708,===============,0/0,100.0,97.46,vfdb,NP_282477,(ptmB) acylneuraminate cytidylyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
45,barcode34,barcode34_contig_1,867245,868015,+,ptmA,1-771/771,===============,0/0,100.0,97.15,vfdb,NP_282478,(ptmA) flagellin modification protein A [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
46,barcode34,barcode34_contig_1,868003,869953,+,pseD/maf2,1-1962/1962,========/======,11/25,99.08,87.71,vfdb,NP_282479,(pseD/maf2) motility accessory factor PseD [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
47,barcode34,barcode34_contig_1,871820,873755,+,pseD/maf2,13-1962/1962,========/======,13/28,98.32,87.33,vfdb,NP_282479,(pseD/maf2) motility accessory factor PseD [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
48,barcode34,barcode34_contig_1,873752,875637,+,pseE/maf5,1-1887/1887,========/======,1/1,99.95,97.72,vfdb,NP_282483,(pseE/maf5) motility accessory factor PseE [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
49,barcode34,barcode34_contig_1,875668,877392,-,flaB,1-1719/1719,========/======,2/6,100.0,93.97,vfdb,NP_282484,(flaB) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
50,barcode34,barcode34_contig_1,877540,879264,-,flaA,1-1719/1719,========/======,2/6,100.0,93.74,vfdb,NP_282485,(flaA) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
51,barcode34,barcode34_contig_1,960476,961012,+,fliL,1-537/537,===============,0/0,100.0,97.77,vfdb,NP_282549,(fliL) flagellar basal body protein FliL [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
52,barcode34,barcode34_contig_1,964329,965513,-,kpsS,1-1185/1185,========/======,2/2,99.92,97.39,vfdb,NP_282554,(kpsS) capsule polysaccharide modification protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
53,barcode34,barcode34_contig_1,965510,966609,-,kpsC,971-2070/2070,......==/======,2/2,53.09,94.28,vfdb,NP_282555,(kpsC) capsule polysaccharide modification protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
54,barcode34,barcode34_contig_1,977004,977654,-,hddC,1-651/666,===============,0/0,97.75,90.78,vfdb,NP_282564,(hddC) D-glycero-D-manno-heptose 1-phosphate guanosyltransferase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
55,barcode34,barcode34_contig_1,977642,978247,-,gmhA2,1-606/606,===============,0/0,100.0,91.25,vfdb,NP_282565,(gmhA2) phosphoheptose isomerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
56,barcode34,barcode34_contig_1,978239,979253,-,hddA,1-1017/1020,========/======,2/2,99.51,92.03,vfdb,NP_282566,(hddA) D-glycero-D-manno-heptose 7-phosphate kinase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
57,barcode34,barcode34_contig_1,980302,981349,-,fcl,1-1038/1041,========/======,14/24,99.04,65.78,vfdb,NP_282569,(fcl) GDP-L-fucose synthetase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
58,barcode34,barcode34_contig_1,981366,981881,-,rfbC,13-529/546,========/======,3/3,94.32,80.69,vfdb,NP_282571,(rfbC) dTDP-4-dehydrorhamnose 35-epimerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
59,barcode34,barcode34_contig_1,1005099,1005826,-,Cj1434c,26-748/1338,========/......,14/47,52.47,67.02,vfdb,NP_282575,(Cj1434c) sugar transferase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
60,barcode34,barcode34_contig_1,1006817,1007761,-,kpsF,1-944/948,========/======,1/1,99.58,94.18,vfdb,NP_282584,(kpsF) D-arabinose 5-phosphate isomerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
61,barcode34,barcode34_contig_1,1007770,1009428,-,kpsD,1-1659/1659,===============,0/0,100.0,97.05,vfdb,NP_282585,(kpsD) capsule polysaccharide export system periplasmic protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
62,barcode34,barcode34_contig_1,1009430,1010548,-,kpsE,1-1119/1119,===============,0/0,100.0,96.42,vfdb,NP_282586,(kpsE) capsule polysaccharide export system inner membrane protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
63,barcode34,barcode34_contig_1,1010548,1011210,-,kpsT,1-663/663,========/======,2/2,99.85,93.98,vfdb,NP_282587,(kpsT) capsule polysaccharide export ATP-binding protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
64,barcode34,barcode34_contig_1,1011207,1011989,-,kpsM,1-783/783,===============,0/0,100.0,89.27,vfdb,NP_282588,(kpsM) capsule polysaccharide export system inner membrane protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
65,barcode34,barcode34_contig_1,1022748,1023794,+,flgI,1-1047/1047,===============,0/0,100.0,99.33,vfdb,NP_282602,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
66,barcode34,barcode34_contig_1,1023794,1024135,+,flgJ,1-342/342,===============,0/0,100.0,99.12,vfdb,YP_002344845,(flgJ) flagellar rod assembly protein/muramidase FlgJ [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
67,barcode34,barcode34_contig_1,1024198,1024395,+,flgM,1-198/198,===============,0/0,100.0,99.5,vfdb,YP_002344846,(flgM) negative regulator of flagellin synthesis [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
68,barcode34,barcode34_contig_1,1024884,1026710,+,flgK,1-1827/1827,===============,0/0,100.0,99.18,vfdb,NP_282606,(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
69,barcode34,barcode34_contig_1,1038190,1039149,-,cadF,1-960/960,===============,0/0,100.0,98.85,vfdb,NP_282616,(cadF) outer membrane fibronectin-binding protein [CadF (VF0322)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
70,barcode34,barcode34_contig_1,1130333,1132693,-,pflA,1-2367/2367,========/======,2/6,99.75,98.9,vfdb,NP_282693,(pflA) paralysed flagellum protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
71,barcode34,barcode34_contig_1,1237745,1238014,+,fliQ,1-270/270,===============,0/0,100.0,99.63,vfdb,NP_282802,(fliQ) flagellar biosynthesis protein FliQ [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
72,barcode34,barcode34_contig_1,1337102,1338896,+,fliK,1-1797/1797,========/======,2/4,99.83,99.56,vfdb,NP_281263,(fliK) flagellar hook-length control protein FliK [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
73,barcode34,barcode34_contig_1,1338950,1339834,+,flgD,1-885/885,===============,0/0,100.0,99.89,vfdb,NP_281264,(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
74,barcode34,barcode34_contig_1,1339838,1341475,+,flgE,1-1638/1638,===============,0/0,100.0,99.57,vfdb,NP_281265,(flgE) flagellar hook protein FlgE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
75,barcode34,barcode34_contig_1,1350679,1351521,-,fliY,1-843/843,===============,0/0,100.0,99.64,vfdb,NP_281274,(fliY) flagellar motor switch protein FliY [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
76,barcode34,barcode34_contig_1,1351518,1352597,-,fliM,1-1080/1080,===============,0/0,100.0,97.5,vfdb,NP_281275,(fliM) flagellar motor switch protein FliM [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
77,barcode34,barcode34_contig_1,1352597,1353313,-,fliA,1-717/717,===============,0/0,100.0,93.44,vfdb,NP_281276,(fliA) flagellar biosynthesis sigma factor [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
78,barcode34,barcode34_contig_1,1353645,1354511,-,flhG,1-867/867,===============,0/0,100.0,98.04,vfdb,NP_281278,(flhG) ATP-binding protein [Flagella (CVF397)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
79,barcode34,barcode34_contig_1,1354504,1355955,-,flhF,1-1455/1455,========/======,2/3,99.79,99.38,vfdb,NP_281279,(flhF) flagellar biosynthesis regulator FlhF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
80,barcode34,barcode34_contig_1,1366074,1366646,-,cdtC,1-570/570,========/======,3/3,100.0,98.25,vfdb,NP_281290,(cdtC) cytolethal distending toxin C [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
81,barcode34,barcode34_contig_1,1366675,1367427,-,cdtB,1-752/798,========/======,1/1,94.24,97.48,vfdb,NP_281291,(cdtB) cytolethal distending toxin B [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
82,barcode34,barcode34_contig_1,1367424,1368228,-,cdtA,1-807/807,========/======,1/2,99.75,99.13,vfdb,NP_281292,(cdtA) cytolethal distending toxin A [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
83,barcode34,barcode34_contig_1,1459974,1460516,-,clpP,19-561/597,========/======,4/4,90.62,68.44,vfdb,NP_465991,(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e],
84,barcode34,barcode34_contig_1,1462581,1463966,+,fliI,1-1386/1386,===============,0/0,100.0,96.9,vfdb,NP_281405,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
85,barcode34,barcode34_contig_1,1505884,1507422,+,eptC,1-1539/1539,===============,0/0,100.0,99.87,vfdb,YP_002343698,(eptC) phosphoethanolamine transferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
86,barcode34,barcode34_contig_1,1531398,1531919,-,cheW,1-522/522,===============,0/0,100.0,100.0,vfdb,YP_002343724,(cheW) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
87,barcode34,barcode34_contig_1,1531924,1534234,-,cheA,1-2310/2310,========/======,1/1,100.0,99.26,vfdb,YP_002343725,(cheA) chemotaxis histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
88,barcode34,barcode34_contig_1,1534238,1535193,-,cheV,1-957/957,========/======,1/1,99.9,99.48,vfdb,YP_002343726,(cheV) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
89,barcode34,barcode34_contig_1,1564960,1566642,+,fliF,1-1683/1683,===============,0/0,100.0,98.22,vfdb,NP_281509,(fliF) flagellar M-ring protein FliF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
90,barcode34,barcode34_contig_1,1566642,1567670,+,fliG,1-1029/1029,===============,0/0,100.0,99.03,vfdb,NP_281510,(fliG) flagellar motor switch protein G [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
91,barcode34,barcode34_contig_1,1567678,1568508,+,fliH,1-831/831,===============,0/0,100.0,98.56,vfdb,NP_281511,(fliH) flagellar assembly protein H [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
92,barcode34,barcode34_contig_1,1579605,1580693,+,flhB,1-1089/1089,===============,0/0,100.0,99.36,vfdb,NP_281526,(flhB) flagellar biosynthetic protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
93,barcode34,barcode34_contig_1,1580699,1581443,-,motB,1-744/744,========/======,1/1,100.0,98.12,vfdb,NP_281527,(motB) flagellar motor protein MotB [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
94,barcode34,barcode34_contig_1,1581446,1582221,-,motA,1-777/777,========/======,1/1,99.87,97.04,vfdb,NP_281528,(motA) flagellar motor protein MotA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
95,barcode34,barcode34_contig_1,1597762,1598069,+,fliN,1-309/309,========/======,1/1,99.68,98.06,vfdb,NP_281542,(fliN) flagellar motor switch protein FliN [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
0,barcode35,barcode35_contig_1,79076,79383,-,fliN,1-309/309,========/======,1/1,99.68,98.06,vfdb,NP_281542,(fliN) flagellar motor switch protein FliN [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
1,barcode35,barcode35_contig_1,94925,95700,+,motA,1-777/777,========/======,1/1,99.87,97.04,vfdb,NP_281528,(motA) flagellar motor protein MotA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
2,barcode35,barcode35_contig_1,95703,96447,+,motB,1-744/744,========/======,1/1,100.0,98.12,vfdb,NP_281527,(motB) flagellar motor protein MotB [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
3,barcode35,barcode35_contig_1,96453,97541,-,flhB,1-1089/1089,===============,0/0,100.0,99.36,vfdb,NP_281526,(flhB) flagellar biosynthetic protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
4,barcode35,barcode35_contig_1,108637,109468,-,fliH,1-831/831,========/======,1/1,100.0,98.44,vfdb,NP_281511,(fliH) flagellar assembly protein H [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
5,barcode35,barcode35_contig_1,109476,110504,-,fliG,1-1029/1029,===============,0/0,100.0,99.03,vfdb,NP_281510,(fliG) flagellar motor switch protein G [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
6,barcode35,barcode35_contig_1,110504,112187,-,fliF,1-1683/1683,========/======,1/1,100.0,98.16,vfdb,NP_281509,(fliF) flagellar M-ring protein FliF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
7,barcode35,barcode35_contig_1,141965,142921,+,cheV,1-957/957,===============,0/0,100.0,99.58,vfdb,YP_002343726,(cheV) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
8,barcode35,barcode35_contig_1,142925,145234,+,cheA,1-2310/2310,===============,0/0,100.0,99.31,vfdb,YP_002343725,(cheA) chemotaxis histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
9,barcode35,barcode35_contig_1,145239,145760,+,cheW,1-522/522,===============,0/0,100.0,100.0,vfdb,YP_002343724,(cheW) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
10,barcode35,barcode35_contig_1,169735,171274,-,eptC,1-1539/1539,========/======,1/1,100.0,99.81,vfdb,YP_002343698,(eptC) phosphoethanolamine transferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
11,barcode35,barcode35_contig_1,213198,214583,-,fliI,1-1386/1386,===============,0/0,100.0,96.9,vfdb,NP_281405,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
12,barcode35,barcode35_contig_1,216648,217191,+,clpP,19-561/597,========/======,5/5,90.62,68.5,vfdb,NP_465991,(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e],
13,barcode35,barcode35_contig_1,308949,309753,+,cdtA,1-807/807,========/======,1/2,99.75,99.13,vfdb,NP_281292,(cdtA) cytolethal distending toxin A [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
14,barcode35,barcode35_contig_1,309750,310503,+,cdtB,1-752/798,========/======,2/2,94.24,97.35,vfdb,NP_281291,(cdtB) cytolethal distending toxin B [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
15,barcode35,barcode35_contig_1,310532,311104,+,cdtC,1-570/570,========/======,3/3,100.0,98.25,vfdb,NP_281290,(cdtC) cytolethal distending toxin C [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168],
